Price,odometer,make,model,year,color
2300,0,OPEL,Astra,1994,Green
23592,114000,TOYOTA,Prius,2013,White
34607,27000,HYUNDAI,H1,2014,Silver
11917,206000,HYUNDAI,I30,2008,Black
12544,190000,INFINITI,FX35,2002,Black
45210,93087,CHEVROLET,Malibu,2017,Silver
10349,0,BMW,X5,2014,Black
13172,186005,LEXUS,RX 450,2010,Silver
627,230696,MERCEDES-BENZ,E 350,2011,Black
10914,26243,CHEVROLET,Cruze,2014,Silver
14583,175000,HONDA,Elysion,2005,White
7517,181421,DAEWOO,Lacetti,2010,White
8467,698359,HYUNDAI,Sonata,2014,Orange
25089,135000,TOYOTA,Prius,2011,Silver
1725,225734,HYUNDAI,Sonata,2014,Blue
36065,195000,PORSCHE,Cayenne,2009,Black
156805,31000,MERCEDES-BENZ,GLS 450,2018,Black
23678,177600,TOYOTA,RAV 4,2012,Black
23521,140966,TOYOTA,Highlander,2012,Black
15681,305511,HYUNDAI,Sonata,2016,Silver
2038,174899,FORD,Fusion,2011,White
31675,1669,TOYOTA,Tacoma,2020,Black
6899,0,BMW,X6,2014,White
66902,181000,MERCEDES-BENZ,E 350,2013,Grey
1019,318358,TOYOTA,Highlander,2009,Black
14900,261000,FORD,Escape,2007,White
13328,186005,LEXUS,RX 450,2010,Silver
24148,125000,MAZDA,Mazda 6,2014,Grey
392,213195,BMW,X5,2011,Brown
21012,99040,TOYOTA,Prius,2014,White
24462,239000,CHEVROLET,Volt,2012,Black
13184,99249,TOYOTA,Aqua,2014,White
37837,72052,SSANGYONG,Actyon,2017,Brown
4391,442000,OPEL,Vectra,1996,Blue
2600,0,OPEL,Vectra,1993,Grey
5018,167222,LEXUS,RX 450,2010,Black
8154,260000,OPEL,Astra,1998,Blue
21636,114000,TOYOTA,Camry,2011,Black
23207,357933,TOYOTA,Tundra,2013,Grey
3450,9626,TOYOTA,Camry,2019,Black
72758,50693,MERCEDES-BENZ,S 550,2016,Red
10000,220000,BMW,"X5 4,4i",2001,Black
1098,127637,SUBARU,XV,2014,White
1568,173101,TOYOTA,Camry,2015,Silver
9408,77000,MITSUBISHI,Pajero Mini,2010,White
31424,31000,TOYOTA,Aqua,2015,Black
13764,157988,TOYOTA,Aqua,2014,Red
12544,130000,TOYOTA,Camry,2009,Red
27911,71000,MERCEDES-BENZ,C 250,2013,White
90919,6631,HYUNDAI,Santa FE,2020,Grey
32973,94300,SSANGYONG,Actyon,2016,White
12544,539937,HYUNDAI,Sonata,2015,Orange
627,394069,TOYOTA,Tacoma,2012,Black
14746,186872,CHEVROLET,Cruze,2013,Brown
21012,141000,FORD,Fusion,2013,Carnelian red
157,145227,MERCEDES-BENZ,ML 350,2012,Grey
84675,64000,LAND ROVER,Range Rover Evoque,2016,Black
8467,200543,BMW,320 2.2,2001,Sky blue
157,174253,MERCEDES-BENZ,E 350,2012,Black
2000,170000,RENAULT,Megane 19,1996,Red
17562,238400,MERCEDES-BENZ,E 350,2007,Silver
39201,76000,MERCEDES-BENZ,E 350 AMG,2010,White
7840,165000,MERCEDES-BENZ,E 200,1999,White
13523,161830,HYUNDAI,Sonata,2011,White
2117,181997,NISSAN,Juke,2016,Black
13172,129445,HYUNDAI,Sonata,2014,Silver
3763,235000,MERCEDES-BENZ,S 320,2001,White
16621,12532,CHEVROLET,Cruze LS,2018,Black
7997,251278,TOYOTA,Highlander,2009,Green
27911,193000,TOYOTA,Camry HYBRID,2015,Black
7828,154691,HONDA,FIT,2015,Silver
14740,200000,TOYOTA,Prius,2009,Silver
24462,210000,MERCEDES-BENZ,E 350 4 Matic AMG Packag,2008,Silver
15681,121000,BMW,645 CI,2004,Grey
941,100037,HYUNDAI,Elantra,2014,Silver
24775,119000,LEXUS,CT 200h,2011,White
27284,130000,FORD,Fusion,2013,Black
862,185334,KIA,Avella,2014,Silver
25032,22607,HYUNDAI,Elantra,2017,White
470,0,TOYOTA,Prius,2013,Black
19757,58000,CHEVROLET,Cruze LT,2016,Black
4391,138838,HYUNDAI,Elantra,2014,Silver
10349,150000,HONDA,Stream,2006,Silver
33230,185000,HYUNDAI,Santa FE,2013,Black
15681,23000,FORD,Transit Connect,2012,White
2038,186542,MERCEDES-BENZ,ML 350,2011,White
18660,62234,HYUNDAI,H1,2012,Silver
20385,59000,TOYOTA,Prius,2014,Black
549,112210,BMW,328,2012,Blue
29479,83000,TOYOTA,RAV 4,2013,Black
13328,186005,LEXUS,RX 450,2010,Silver
250,36000,TOYOTA,Land Cruiser Prado,2019,Grey
19657,180000,HYUNDAI,H1,2011,Yellow
10986,157730,HYUNDAI,I30,2010,Grey
7213,197000,HONDA,Odyssey,2004,Black
157,73323,MERCEDES-BENZ,C 300,2015,White
27911,65000,CHEVROLET,Volt,2015,White
23521,22400,TOYOTA,Camry,2019,Brown
2979,200200,TOYOTA,Prius,2011,Silver
3607,156518,TOYOTA,Camry,2012,White
4391,21659,CADILLAC,CTS,2019,Black
941,254805,TOYOTA,Tundra,2016,White
12425,509454,HYUNDAI,Sonata,2015,Orange
49237,45000,MERCEDES-BENZ,C 300,2015,Grey
21012,72678,TOYOTA,Camry,2016,Grey
56513,61640,HYUNDAI,Santa FE,2018,Blue
17876,300000,TOYOTA,Camry,2009,Beige
282,93816,HYUNDAI,Sonata,2012,Black
38260,113771,HYUNDAI,Santa FE,2016,Orange
45,100000,TOYOTA,Prius,2013,White
10349,95000,TOYOTA,Vitz,2010,Green
392,69813,FORD,Escape,2013,Green
48048,121098,HYUNDAI,Santa FE,2016,White
12544,249600,MITSUBISHI,Lancer,2007,Grey
10036,19000,MERCEDES-BENZ,E 220,2000,Blue
23204,296000,MERCEDES-BENZ,Sprinter,2007,Black
21796,28633,CHEVROLET,Orlando,2015,Black
20209,108900,HYUNDAI,Elantra,2012,Silver
7056,47301,TOYOTA,RAV 4,2017,Red
862,263190,LEXUS,GX 470,2008,White
12544,732232,HYUNDAI,Sonata,2015,Orange
5488,109798,TOYOTA,Camry,2014,White
470,0,HONDA,Hr-v,2017,Blue
15681,92605,HYUNDAI,H1,2008,Silver
17054,171340,HYUNDAI,Tucson,2011,Grey
392,154045,HYUNDAI,Elantra,2015,White
10349,147600,KIA,RIO,2009,Silver
40224,62232,HYUNDAI,Tucson,2016,Black
23000,90000,TOYOTA,Prius,2014,White
27911,210000,TOYOTA,RAV 4,2008,Silver
16308,140000,TOYOTA,Prius,2009,Grey
6115,165000,NISSAN,Skyline,2001,Silver
7527,111111,MITSUBISHI,Airtrek,2001,Silver
10349,278400,HONDA,Insight,2009,Black
20385,98000,TOYOTA,Prius,2013,Grey
3136,500,NISSAN,Skyline,2003,Black
26030,78400,TOYOTA,Camry LE,2012,Grey
4200,11111,BMW,525,2002,Silver
25716,45845,LEXUS,LS 460,2016,Brown
9252,171221,MERCEDES-BENZ,E 350,2012,Black
42717,113697,HYUNDAI,Santa FE,2017,Grey
31797,148915,HYUNDAI,Genesis,2014,Grey
10036,417661,HYUNDAI,Sonata,2014,Silver
7188,67558,CHEVROLET,Captiva,2007,Black
8800,131000,TOYOTA,Ist,2002,Silver
14426,113600,HYUNDAI,Elantra,2012,White
4077,1111111,BMW,520,1995,Black
157,377379,MERCEDES-BENZ,E 350,2011,Silver
17346,130000,CHEVROLET,Malibu,2012,Grey
80,40000,FORD,Fusion,2017,Black
314,158870,TOYOTA,Tacoma,2013,White
31988,81000,BMW,530,2011,Silver
12500,6000,HONDA,FIT,2019,Black
67426,20000,TOYOTA,Fortuner,2017,White
15681,140800,MERCEDES-BENZ,E 350,2013,Black
125500,42500,MERCEDES-BENZ,S 550,2014,Silver
4861,280000,OPEL,Astra g,2000,Silver
784,178330,FORD,Fusion,2010,Black
30,77000,TOYOTA,Prius,2011,White
5175,492642,TOYOTA,Prius,2013,Silver
941,188078,LEXUS,GX 460,2015,Black
62722,135000,LAND ROVER,Discovery,2013,Blue
31361,157000,LEXUS,CT 200h F SPORT,2012,Black
6272,233000,MERCEDES-BENZ,200,1996,Green
25456,45650,TOYOTA,Aqua,2015,Grey
10349,182000,SUZUKI,Grand Vitara,2000,Black
6899,157000,HONDA,Civic,2002,Carnelian red
36065,84800,CHEVROLET,Camaro,2011,Red
15847,58788,HYUNDAI,H1,2010,Black
24709,107374,HYUNDAI,Tucson,2010,Grey
24267,132976,HYUNDAI,Tucson,2012,Silver
3607,103358,NISSAN,Juke,2015,Blue
4704,401128,AUDI,A7,2014,Grey
7370,239000,FORD,Maverick,1995,Carnelian red
16621,119379,MERCEDES-BENZ,E 350,2011,Silver
32929,32000,TOYOTA,Camry,2017,Black
20005,193926,HYUNDAI,Tucson,2011,Black
15053,128000,TOYOTA,Prius C,2012,Red
10976,214500,MERCEDES-BENZ,C 180,1999,Black
7213,70000,RENAULT,Laguna,2003,Silver
66197,20930,HYUNDAI,H1,2018,Yellow
16308,118582,TOYOTA,Camry,2014,White
7840,175000,HONDA,FIT,2004,Silver
92515,92000,AUDI,Allroad,2015,Grey
392,124184,TOYOTA,Camry,2013,Silver
61521,14661,HYUNDAI,Tucson,2018,Blue
41811,97700,SSANGYONG,REXTON,2014,Brown
11704,114540,HYUNDAI,Elantra,2007,Silver
28241,80856,HYUNDAI,Elantra,2014,Grey
470,116722,MERCEDES-BENZ,C 300,2012,Silver
12544,0,HONDA,FIT,2010,Black
12388,87646,HYUNDAI,Elantra Limited,2012,Silver
470,96093,TOYOTA,Camry,2017,Red
3700,206586,VOLKSWAGEN,Jetta,2000,Green
26475,151186,HYUNDAI,Tucson,2011,Silver
19309,185987,HYUNDAI,Santa FE,2010,White
6899,199866,BMW,225,2000,Black
20237,146367,CHEVROLET,Malibu,2012,Grey
8634,47232,KIA,Optima,2013,Silver
24462,60000,HYUNDAI,Elantra,2017,White
941,101526,HYUNDAI,Elantra,2014,Silver
13946,138000,HONDA,FIT,2014,Silver
5018,489584,TOYOTA,Prius,2011,Grey
10976,216000,FORD,S-max,2007,Blue
9408,190000,BMW,525 i,2003,Grey
14740,0,MERCEDES-BENZ,E 500,2003,Black
37633,15000,TOYOTA,Camry SE,2016,Silver
3920,90672,FORD,Fusion,2013,White
11604,165000,CHEVROLET,Cruze,2012,Silver
54568,255406,LEXUS,GX 460,2012,Black
20005,132421,HYUNDAI,Elantra,2012,Silver
2117,174941,AUDI,A4,2013,Black
5959,57381,JAGUAR,F-type,2015,Black
8154,224629,LEXUS,RX 400,2008,Silver
12544,152000,HYUNDAI,Elantra,2011,Silver
18814,88265,TOYOTA,Prius,2010,White
25716,10400,TOYOTA,Camry,2014,Grey
25089,171928,MERCEDES-BENZ,GL 320 bluetec,2008,Golden
9565,144126,BMW,X5,2015,White
20005,199569,SSANGYONG,Korando,2011,Grey
862,421546,TOYOTA,Prius,2010,Silver
25089,70782,AUDI,100,2016,Black
47042,38400,NISSAN,Quest 2016,2016,Black
18503,181000,TOYOTA,Prius C,2013,White
5175,149692,CHEVROLET,Cruze,2009,White
392,77434,CHEVROLET,Cruze,2017,White
8311,63558,CHEVROLET,Captiva,2007,White
60000,20147,HONDA,Civic,2017,Black
34811,70994,BMW,X5,2012,Black
12544,173000,HONDA,Insight,2010,Black
549,155058,MERCEDES-BENZ,C 300,2011,White
14113,160000,OPEL,Astra H,2009,Silver
15524,137235,HYUNDAI,Grandeur,2012,Silver
22894,81000,KIA,Optima,2014,Black
392,267165,TOYOTA,Prius,2010,White
627,153590,SUZUKI,SX4,2013,Blue
26343,157802,TOYOTA,Camry,2016,Black
43394,129388,HYUNDAI,Santa FE,2016,Grey
18817,35058,TOYOTA,Camry,2018,White
27284,109000,TOYOTA,Avalon LIMITED,2013,Silver
25889,102000,HYUNDAI,Elantra,2014,White
17227,49068,HYUNDAI,Elantra,2016,White
22580,133000,TOYOTA,Camry LE,2014,Black
25810,179421,HYUNDAI,Santa FE,2012,White
18817,35058,TOYOTA,Camry,2018,White
549,125480,BMW,X5,2011,White
3136,127549,TOYOTA,Camry,2017,Silver
300,123000,MERCEDES-BENZ,CLS 55 AMG,2009,White
157,145227,MERCEDES-BENZ,ML 350,2012,Grey
39458,72924,SSANGYONG,Actyon,2017,Blue
3293,71939,LEXUS,RX 350,2015,Black
627,256966,TOYOTA,Prius,2010,Blue
18817,130000,TOYOTA,Camry,2012,Blue
392,27038,LEXUS,RX 450,2016,White
1254,49222,LEXUS,RC F,2016,Black
24625,167333,SSANGYONG,REXTON,2013,Black
34811,0,LEXUS,RX 450,2016,Grey
157,78837,CHEVROLET,Cruze,2017,Silver
39603,120000,HYUNDAI,Santa FE,2016,Silver
20385,272000,FORD,Escape,2009,White
11917,222000,TOYOTA,Prius,2006,Blue
282,218126,LEXUS,GX 470,2008,Black
8500,0,MERCEDES-BENZ,E 240,2001,Golden
45473,68200,TOYOTA,Highlander,2012,White
32744,107483,HYUNDAI,H1,2014,Silver
6595,38413,CHEVROLET,Cruze,2009,Black
62408,134000,MERCEDES-BENZ,CLS 550,2012,Black
15866,121263,HYUNDAI,Elantra,2010,Black
37633,147000,BMW,X3,2012,Grey
12231,321600,MERCEDES-BENZ,ML 350,2003,Black
32929,248000,BMW,X5 X-Drive,2007,Black
1411,124003,LEXUS,RX 350,2011,Red
46809,102066,SSANGYONG,REXTON,2016,Black
82097,64329,JEEP,Wrangler,2015,Yellow
14113,115000,TOYOTA,Aqua,2012,White
14897,188800,FORD,Fusion,2013,Carnelian red
392,168621,CHEVROLET,Camaro,2015,Carnelian red
15257,163374,HYUNDAI,Sonata,2011,Grey
204,107300,HYUNDAI,Sonata hybrid,2014,Silver
13485,110000,TOYOTA,Camry,2010,White
40,18000,HONDA,FIT,2002,Silver
7527,200000,MERCEDES-BENZ,A 190,2001,Black
14113,112000,VOLKSWAGEN,Jetta,2014,Black
25089,97970,BMW,320 2.0,2014,Black
29793,160000,BMW,328 DIZEL,2013,Grey
40456,59000,MERCEDES-BENZ,CLA 250,2015,White
22580,5124,CHEVROLET,Equinox LT,2019,Black
12777,162558,HYUNDAI,Sonata,2013,Black
21326,30296,NISSAN,Altima,2019,Grey
3800,270000,OPEL,Vectra,1994,Red
14740,0,TOYOTA,Camry,2013,Black
17876,11000,HYUNDAI,Sonata,2014,White
1725,107155,HYUNDAI,Elantra,2014,Black
13172,83658,VOLKSWAGEN,Jetta,2012,Black
15718,149608,HYUNDAI,Sonata,2010,Silver
32929,19000,TOYOTA,Camry,2018,Black
21987,133923,CHEVROLET,Malibu,2014,Grey
41720,114066,HYUNDAI,Santa FE,2016,White
24148,27067,SSANGYONG,Actyon,2017,White
8467,267583,MERCEDES-BENZ,CLK 200,2000,Silver
7840,38181,VAZ,2121 (Niva),2008,White
392,232032,TOYOTA,Camry,2013,Silver
12544,120000,VOLKSWAGEN,Jetta,2012,Grey
5018,3538,FORD,Transit,2000,Beige
7840,220000,BMW,525,1998,Silver
18817,121000,TOYOTA,Prius,2013,Grey
20000,215000,VOLKSWAGEN,Crafter,2010,White
7700,238075,OPEL,Astra,2008,Silver
17249,87500,HYUNDAI,Elantra limited,2012,Grey
22580,47000,KIA,Optima,2014,Black
549,52142,MERCEDES-BENZ,E 350,2014,Black
16621,0,SUBARU,Impreza G4,2012,Black
10036,268046,HYUNDAI,Sonata,2014,Silver
18189,186000,TOYOTA,Prius,2012,Silver
706,122302,LEXUS,CT 200h,2011,Black
10349,180000,HONDA,FIT fit,2007,Purple
20000,3800,HONDA,FIT,2019,Black
29087,63570,JEEP,Compass,2011,White
282,226814,HYUNDAI,Sonata,2012,Black
470,118133,LEXUS,RX 350,2016,White
784,136518,TOYOTA,RAV 4,2016,Grey
549,98446,AUDI,RS7,2014,White
27174,279276,HYUNDAI,Tucson,2015,Blue
52059,229334,LEXUS,GX 460,2012,Black
7527,165000,MAZDA,Demio,2007,Black
20883,171157,HYUNDAI,Tucson,2010,White
549,35541,TOYOTA,Camry,2019,Black
25299,79845,HYUNDAI,Elantra,2016,White
23521,178000,KIA,Sorento,2010,Silver
4300,112000,MITSUBISHI,Colt,2006,White
43868,64841,SSANGYONG,Actyon,2016,Black
549,197589,HYUNDAI,Elantra,2012,Black
251,39552,TOYOTA,Camry,2019,Black
14426,279000,MERCEDES-BENZ,E 350,2005,Golden
1176,216208,HYUNDAI,Sonata,2013,Blue
18826,118133,SSANGYONG,Actyon,2010,Silver
23521,237000,CHEVROLET,Volt,2012,Grey
7370,39876,CHEVROLET,Spark,2012,White
30,0,HONDA,FIT,2005,Silver
5331,80000,TOYOTA,RAV 4,1997,White
7840,240000,OPEL,Astra,1998,Blue
251,318467,TOYOTA,Highlander,2008,Blue
13485,91103,VOLKSWAGEN,Passat SE,2015,Black
7213,423232,LAND ROVER,Discovery,1997,Black
15000,0,TOYOTA,Sienta,2018,White
13485,148000,FORD,Focus,2013,Red
8311,36545,HYUNDAI,Sonata,2012,White
46728,260771,LEXUS,GX 460,2010,Black
8467,64459,SSANGYONG,REXTON,2008,Silver
18817,53000,HYUNDAI,Elantra,2014,Silver
18817,0,HYUNDAI,Sonata,2013,Silver
470,44845,TOYOTA,Camry,2018,Brown
35124,63500,HYUNDAI,H1,2010,Silver
15053,200000,BMW,530,2004,White
48610,76000,MITSUBISHI,L 200,2015,Silver
862,182302,FORD,Fusion,2015,Black
10349,145000,TOYOTA,Prius C,2013,Sky blue
400,9300,VOLKSWAGEN,Golf,1997,White
11917,118000,SCION,iA isti,2006,Silver
15367,49140,HYUNDAI,H1,2010,Black
9408,207606,HYUNDAI,Elantra,2013,Grey
11290,69000,HYUNDAI,Elantra GLS / LIMITED,2013,Blue
8467,185000,MAZDA,Mazda 3,2008,Blue
20385,152679,TOYOTA,Camry,2012,Black
34500,210000,TOYOTA,Land Cruiser Prado,2006,Silver
23521,140966,TOYOTA,Highlander,2012,Black
9252,603446,HYUNDAI,Sonata,2015,Orange
19121,163000,HYUNDAI,Elantra,2013,White
9095,188000,BMW,320 320,2001,Black
31361,132000,TOYOTA,Avalon limited,2013,Carnelian red
11917,201000,LEXUS,RX 300,2002,Silver
21012,155000,KIA,Optima X,2012,Carnelian red
16571,51994,HYUNDAI,Elantra,2010,Silver
16308,134000,VOLKSWAGEN,Passat,2012,White
13485,160000,MERCEDES-BENZ,B 170,2007,White
6586,122302,LEXUS,CT 200h,2011,Black
10663,106000,HONDA,FIT,2014,White
14113,339710,TOYOTA,Prius,2014,White
188,80486,HYUNDAI,Santa FE,2016,Orange
1882,142426,TOYOTA,Prius,2009,White
110,208000,TOYOTA,Camry,2013,Black
1490,174106,LEXUS,CT 200h,2012,White
17249,120000,KIA,Forte,2015,Grey
4704,100000,GAZ,3796,1984,Brown
706,133162,HYUNDAI,Sonata,2012,Silver
28100,21000,CHEVROLET,Cruze,2018,White
16621,262000,MERCEDES-BENZ,C 230,2007,Silver
8938,106675,HYUNDAI,Sonata,2013,Silver
862,263190,LEXUS,GX 470,2008,White
784,161530,TOYOTA,Camry,2012,Silver
110,0,LEXUS,GX 460,2017,White
11604,134500,DODGE,Caliber,2009,Orange
17249,94055,HYUNDAI,Genesis,2012,Silver
9722,230000,FORD,Transit Connect,2009,Sky blue
9095,41000,HONDA,FIT,2013,Blue
15053,25500,MERCEDES-BENZ,E 500,2002,Silver
13172,24302,TOYOTA,CHR,2019,Red
9408,136000,FORD,Focus,2012,Carnelian red
15681,157000,HONDA,Elysion,2011,White
14113,180351,BMW,X5,2000,Grey
14113,40103,KIA,Cadenza,2012,Black
392,408997,TOYOTA,Prius,2010,White
54458,49454,HYUNDAI,Santa FE,2016,White
4704,142000,MERCEDES-BENZ,Smart,1999,Black
9722,574647,HYUNDAI,Sonata,2015,Orange
8467,116923,FORD,Focus,2015,White
12388,67429,TOYOTA,Camry,2016,Black
18817,105600,HYUNDAI,Elantra,2017,White
10976,260000,MERCEDES-BENZ,C 320,2000,Black
13485,77000,TOYOTA,Prius C,2013,Red
11604,176000,VOLKSWAGEN,Touran,2004,Black
20071,141200,BMW,X5,2010,White
47042,106918,LEXUS,GX 470,2015,Black
470,0,NISSAN,Juke,2011,Black
37947,49122,AUDI,Q7,2018,Silver
34673,117466,HYUNDAI,H1,2014,Grey
19736,37405,HYUNDAI,Elantra,2016,White
12074,420550,TOYOTA,Highlander,2009,Blue
15681,132000,CHEVROLET,Cruze,2011,Blue
941,148661,LEXUS,RX 350,2010,Grey
1646,205968,MERCEDES-BENZ,E 350,2010,White
4704,213000,OPEL,Omega B,1998,Black
17876,66100,KIA,Optima,2015,Black
7840,155000,MITSUBISHI,Airtrek,2002,Red
17562,66000,TOYOTA,Prius C,2014,Silver
16559,51678,CHEVROLET,Cruze,2015,Silver
47989,65659,HYUNDAI,Sonata,2017,Black
8624,190000,TOYOTA,Vitz,2006,Purple
45376,43000,HYUNDAI,Santa FE,2013,White
6800,234313,OPEL,Corsa Corsa,2003,Silver
392,136139,TOYOTA,RAV 4,2010,Red
4077,67165,HYUNDAI,Sonata,2018,Blue
21326,113000,TOYOTA,Camry,2012,Silver
12585,128965,HYUNDAI,Elantra,2010,White
12544,334414,TOYOTA,Highlander,2008,White
15994,190000,FORD,Transit,2010,Blue
14426,98345,NISSAN,X-Trail,2006,White
81539,155976,LEXUS,GX 460,2016,White
14500,97000,TOYOTA,Prius,2010,Black
32929,112000,BMW,530,2011,Black
41867,35039,TOYOTA,Aqua,2018,Blue
5000,312000,OPEL,Vectra C,2004,Black
15612,97382,HYUNDAI,Accent,2015,White
8154,103458,BMW,X5,2012,White
18503,0,HYUNDAI,Sonata,2017,Red
43360,195071,JEEP,Wrangler,2009,Silver
42337,127000,MERCEDES-BENZ,E 220 cdi,2016,Black
8938,53310,TOYOTA,Camry,2014,Black
941,225510,TOYOTA,Camry,2013,White
706,162032,AUDI,A4,2014,Black
706,205968,MERCEDES-BENZ,E 350,2010,White
31361,88000,MINI,Countryman s,2013,Black
25889,79420,HYUNDAI,Elantra,2016,Blue
47042,106918,LEXUS,GX 470,2015,Black
21012,60000,KIA,Optima,2015,Grey
38737,93000,HYUNDAI,Genesis,2015,White
9252,46721,CHEVROLET,Cruze,2013,White
14113,65376,KIA,Optima,2014,Silver
28852,145000,BMW,328,2013,Grey
2200,199000,VOLKSWAGEN,Golf 4,2002,Silver
15367,110000,HONDA,FIT,2010,Grey
3293,119394,VOLKSWAGEN,Jetta,2015,Black
12231,147698,TOYOTA,Prius C,2012,White
14081,124850,HYUNDAI,H1,2010,White
21953,102506,FORD,Fusion,2015,White
14686,120682,SSANGYONG,Actyon,2010,Silver
15053,95000,TOYOTA,Prius C,2012,Silver
21357,193488,HYUNDAI,Santa FE,2010,Silver
18826,108042,HYUNDAI,Elantra,2012,Grey
51432,103000,MERCEDES-BENZ,GL 350,2011,White
23834,60000,HYUNDAI,Elantra,2014,Black
49459,117671,HYUNDAI,H1,2016,Silver
251,39552,TOYOTA,Camry,2019,Black
9722,127515,TOYOTA,Camry,2018,Black
42538,2000,TOYOTA,Aqua,2018,Blue
40983,163472,HYUNDAI,Santa FE,2014,Grey
18240,52418,HYUNDAI,Elantra,2010,White
50,14000,HONDA,FIT,2006,Blue
9408,10000,VAZ,2121 (Niva),1991,Red
1725,226198,TOYOTA,Highlander,2010,Green
11133,135383,FORD,C-MAX,2013,Black
18660,130000,HYUNDAI,Sonata,2013,Black
19287,96102,CHEVROLET,Volt,2015,White
4077,39814,MERCEDES-BENZ,GLE 350,2017,Black
30828,115412,HYUNDAI,Santa FE,2012,White
549,269013,TOYOTA,Highlander,2008,Black
14113,203200,HONDA,Insight,2010,Black
549,39221,TOYOTA,CHR,2019,Grey
157,377379,MERCEDES-BENZ,E 350,2011,Silver
6429,0,HYUNDAI,Tucson,2014,Silver
11259,54112,KIA,Optima,2014,White
6586,77766,HYUNDAI,Santa FE,2017,Grey
73714,43598,HYUNDAI,Santa FE,2019,Grey
18817,71191,HYUNDAI,Elantra,2016,White
11290,44240,HYUNDAI,Santa FE,2018,White
25716,135200,TOYOTA,Prius,2012,Silver
35071,80700,HYUNDAI,Tucson,2016,Black
7683,53000,HYUNDAI,Sonata,2013,Silver
9722,164400,MERCEDES-BENZ,E 320,2000,Black
37947,51824,MERCEDES-BENZ,GLE 350,2017,White
20385,208000,MITSUBISHI,Outlander,2011,White
13900,204800,TOYOTA,Camry XLE,2010,Sky blue
38016,100900,HYUNDAI,H1,2017,Silver
251,195987,CHEVROLET,Captiva,2014,Blue
11133,179381,TOYOTA,Camry,2014,Black
6586,134499,MAZDA,Demio 12,2004,Black
51746,96000,HYUNDAI,Tucson TURBO,2016,Blue
5018,77349,VOLKSWAGEN,Passat,2014,White
15053,160000,FORD,Fusion,2013,Carnelian red
24148,160000,BMW,535 comfort-sport,2012,Black
11917,75200,FIAT,500 46 ml,2015,White
17876,152000,TOYOTA,Prius C,2012,White
27375,73938,TOYOTA,Aqua,2013,Red
8154,585977,HYUNDAI,Sonata,2015,Orange
784,171306,TOYOTA,Prius,2015,Silver
7840,0,MERCEDES-BENZ,C 180,1998,Black
3500,98000,TOYOTA,Wish,2005,White
188,125358,CHEVROLET,Volt,2017,Grey
7997,273186,MERCEDES-BENZ,E 350,2011,White
12544,2700,TOYOTA,Prius,2008,Brown
5331,185642,MERCEDES-BENZ,E 350,2012,Silver
8467,126000,HYUNDAI,Elantra,2013,Grey
23659,42642,HONDA,FIT,2017,Silver
470,116722,MERCEDES-BENZ,C 300,2012,Silver
19914,458966,HYUNDAI,Sonata,2016,Orange
188,0,TOYOTA,Prius,2013,Red
19416,159381,HYUNDAI,Elantra,2011,White
35309,97035,SSANGYONG,REXTON,2013,Black
1700,1000,VAZ,2121 (Niva),1983,Blue
8467,129000,NISSAN,Tiida,2006,Yellow
314,274771,MERCEDES-BENZ,E 350,2010,White
6429,301707,AUDI,A7,2013,Grey
1725,132630,MERCEDES-BENZ,E 350,2011,Silver
32910,154154,HYUNDAI,H1,2014,Black
65,137600,TOYOTA,Prius,2013,Blue
11992,133608,CHEVROLET,Lacetti,2010,White
7840,191558,TOYOTA,Vitz RS,2005,Grey
9408,95000,OPEL,Combo,2011,White
30734,230000,BMW,X5,2008,Black
13956,107000,TOYOTA,Prius C,2014,White
34692,168131,HYUNDAI,H1,2016,White
627,318285,MERCEDES-BENZ,E 350,2012,Black
10976,205000,MERCEDES-BENZ,S 500,2003,Grey
16308,81064,FIAT,500 Lounge,2013,Green
10976,145600,VOLKSWAGEN,Passat,2013,White
6272,274088,MERCEDES-BENZ,ML 350,2009,Black
20385,78000,TOYOTA,Corolla IM,2015,Silver
784,125928,NISSAN,Versa,2013,Silver
3763,138491,CHEVROLET,Volt,2014,Black
10986,202420,CHEVROLET,Cruze,2011,White
49237,94262,TOYOTA,Tacoma,2017,White
21012,102000,VOLVO,XC90,2010,White
80,1000,HYUNDAI,Sonata,2012,Silver
250,32000,TOYOTA,Land Cruiser Prado,2019,Grey
17249,212000,BMW,530,2007,Beige
14426,169024,HYUNDAI,Sonata,2014,White
27422,101709,JEEP,Compass,2013,Grey
8154,229000,HONDA,FIT,2004,Blue
125,234683,TOYOTA,Tundra,2013,White
17562,19000,TOYOTA,Prius,2010,Grey
392,162987,VOLKSWAGEN,Jetta,2012,Grey
26971,18555,TOYOTA,Tacoma,2019,Black
88438,120,HYUNDAI,Santa FE,2020,White
18817,127000,TOYOTA,Corolla,2009,White
15612,120000,HYUNDAI,Elantra,2011,Grey
9408,236000,OPEL,Agila,2008,White
282,174619,FORD,Fusion,2013,Grey
6429,190875,TOYOTA,Tundra,2017,White
40346,10409,TOYOTA,Aqua,2016,Black
22843,115102,SSANGYONG,Korando,2011,White
16935,155903,BMW,X3,2005,Black
5331,1972,HONDA,Cr-v,1997,Golden
12522,134990,HYUNDAI,H1,2010,Yellow
23207,86000,HONDA,Odyssey,2011,Grey
3763,29450,HYUNDAI,Ioniq,2019,Grey
45,256000,TOYOTA,Prius,2011,White
11290,140000,BMW,525 525,2001,Silver
